species,media,element,locus_tag,old_locus_tag,gene_name,product,uniProt,TAs_in_orf,ins_in_orf,TAs_hit,MRC_orf,max_run_nonIns_Gumbel,nucs_in_max_run_nonIns_Gumbel,post_prob_essentiality_Gumbel,Gumbel,ES_sites_HMM,GD_sites_HMM,NE_sites_HMM,GA_sites_HMM,HMM,consistency_TA_HMM,probES,probGD,probNE,probGA,confidence_score_HMM,flag_HMM,start,end,overlapping_orf,embedded_orf,meanMAPQ,sequencelength_nt,HMM_mod,HMM_essentiality_call_agreement,Gumbel_essentiality_call_agreement,final_essentiality_call_agreement,eggNOG_OGs_Bacteroidetes,eggNOG_OGs_Bacteria,eggNOG_OGs_Bacteroidia,EggNOG_PFAMs,eggNOG_OGs,EggNOG_KEGG_Pathway,EggNOG_KEGG_Module,EggNOG_KEGG_ko,EggNOG_GOs,EggNOG_COG_category,n_species_per_OG,n_calls_per_OG,essentiality_across,max_prob,max_prob_column,final_call_240817,unified_final_call_240817
vulgatus,liquid,gene,PV_ATCC8482_03250,BVU_3158,serB,Phosphoserine phosphatase,A6L526,61,54,0.8525,49.85,1,2,0,not_essential,0,0,61,0,not_essential,1,0,0.08224,0.807756,0.110005,0.8078,NA,3976089,3977321,FALSE,FALSE,38.4147090224736,1232,not_essential,not_essential,not_essential,not_essential,4NHAG,COG0560,2FNI5,"ACT_6,HAD","COG0560@1|root,COG3830@1|root,COG0560@2|Bacteria,COG3830@2|Bacteria,4NHAG@976|Bacteroidetes,2FNI5@200643|Bacteroidia,4ANRB@815|Bacteroidaceae","ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230",M00020,ko:K01079,-,ET,3,1,not_essential,0.807756,probNE,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03250,BVU_3158,serB,Phosphoserine phosphatase,A6L526,61,51,0.8361,49.63,2,58,0,not_essential,0,1,60,0,not_essential,0.984,0,0.182973,0.699146,0.11788,0.6991,NA,3976089,3977321,FALSE,FALSE,39.2850821978047,1232,not_essential,not_essential,not_essential,not_essential,4NHAG,COG0560,2FNI5,"ACT_6,HAD","COG0560@1|root,COG3830@1|root,COG0560@2|Bacteria,COG3830@2|Bacteria,4NHAG@976|Bacteroidetes,2FNI5@200643|Bacteroidia,4ANRB@815|Bacteroidaceae","ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230",M00020,ko:K01079,-,ET,3,1,not_essential,0.699146,probNE,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03251,BVU_3159,resA_14,Thiol-disulfide oxidoreductase ResA,A6L527,28,21,0.6786,27.95,1,2,0,not_essential,0,0,28,0,not_essential,1,0,0.821048,0.156363,0.022589,0.1564,low-confidence,3977594,3978088,FALSE,FALSE,38.7769106543787,494,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NS8B,COG0450,2FPJE,"AhpC-TSA,Redoxin,Thioredoxin_8","COG0450@1|root,COG0450@2|Bacteria,4NS8B@976|Bacteroidetes,2FPJE@200643|Bacteroidia,4AKQB@815|Bacteroidaceae",-,-,-,-,O,3,1,not_essential,0.821048,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03251,BVU_3159,resA_14,Thiol-disulfide oxidoreductase ResA,A6L527,28,25,0.8929,31.84,2,14,0,not_essential,0,0,28,0,not_essential,1,0,0.708491,0.247101,0.044408,0.2471,low-confidence,3977594,3978088,FALSE,FALSE,37.0567137600457,494,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NS8B,COG0450,2FPJE,"AhpC-TSA,Redoxin,Thioredoxin_8","COG0450@1|root,COG0450@2|Bacteria,4NS8B@976|Bacteroidetes,2FPJE@200643|Bacteroidia,4AKQB@815|Bacteroidaceae",-,-,-,-,O,3,1,not_essential,0.708491,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03252,BVU_3160,blank,D-ribitol-5-phosphate phosphatase,A6L528,35,25,0.6286,16.82,2,8,0,not_essential,0,0,35,0,not_essential,1,0,0.912082,0.076129,0.011789,0.0761,low-confidence,3978247,3978867,FALSE,FALSE,41.1225004599764,620,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NQT8,COG1011,2FMXN,"HAD_2,Hydrolase","COG1011@1|root,COG1011@2|Bacteria,4NQT8@976|Bacteroidetes,2FMXN@200643|Bacteroidia,4APSJ@815|Bacteroidaceae","ko00010,ko00740,ko01100,ko01110,ko01120,map00010,map00740,map01100,map01110,map01120",M00125,"ko:K07025,ko:K20866,ko:K21063","GO:0003674,GO:0003824,GO:0006766,GO:0006767,GO:0006771,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0017144,GO:0018130,GO:0034641,GO:0042364,GO:0042578,GO:0042726,GO:0042727,GO:0043726,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",S,3,1,not_essential,0.912082,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03252,BVU_3160,blank,D-ribitol-5-phosphate phosphatase,A6L528,35,28,0.8,27.18,2,9,0,not_essential,0,0,35,0,not_essential,1,0,0.816279,0.155421,0.028301,0.1554,low-confidence,3978247,3978867,FALSE,FALSE,40.7943331112178,620,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NQT8,COG1011,2FMXN,"HAD_2,Hydrolase","COG1011@1|root,COG1011@2|Bacteria,4NQT8@976|Bacteroidetes,2FMXN@200643|Bacteroidia,4APSJ@815|Bacteroidaceae","ko00010,ko00740,ko01100,ko01110,ko01120,map00010,map00740,map01100,map01110,map01120",M00125,"ko:K07025,ko:K20866,ko:K21063","GO:0003674,GO:0003824,GO:0006766,GO:0006767,GO:0006771,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0017144,GO:0018130,GO:0034641,GO:0042364,GO:0042578,GO:0042726,GO:0042727,GO:0043726,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",S,3,1,not_essential,0.816279,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03253,EL88_09100,blank,Permease LptG/LptF-related,A6L529,66,0,0,0,66,991,0.9999,essential,66,0,0,0,essential,1,0.911483,0.079379,0.007714,0.001424,0.9115,NA,3978868,3980040,FALSE,FALSE,41.4590163934426,1172,essential,essential,essential,essential,4NF8Y,COG0795,2FM2K,YjgP_YjgQ,"COG0795@1|root,COG0795@2|Bacteria,4NF8Y@976|Bacteroidetes,2FM2K@200643|Bacteroidia,4AKW2@815|Bacteroidaceae","ko02010,map02010",M00320,ko:K11720,-,S,3,1,conserved_ES,0.911483,probES,essential,essential
vulgatus,solid,gene,PV_ATCC8482_03253,EL88_09100,blank,Permease LptG/LptF-related,A6L529,66,0,0,0,66,991,0.99995,essential,66,0,0,0,essential,1,0.889645,0.097947,0.010123,0.002285,0.8896,NA,3978868,3980040,FALSE,FALSE,42,1172,essential,essential,essential,essential,4NF8Y,COG0795,2FM2K,YjgP_YjgQ,"COG0795@1|root,COG0795@2|Bacteria,4NF8Y@976|Bacteroidetes,2FM2K@200643|Bacteroidia,4AKW2@815|Bacteroidaceae","ko02010,map02010",M00320,ko:K11720,-,S,3,1,conserved_ES,0.889645,probES,essential,essential
vulgatus,liquid,gene,PV_ATCC8482_03254,BVU_3162,tgt,Queuine tRNA-ribosyltransferase,A6L530,61,36,0.5082,9.06,3,21,0,not_essential,0,61,0,0,growth_defect,1,0,0.92801,0.061857,0.010132,0.928,NA,3980051,3981181,FALSE,FALSE,39.1493792282061,1130,not_essential,not_essential,not_essential,not_essential,4NE15,COG0343,2FMUM,TGT,"COG0343@1|root,COG0343@2|Bacteria,4NE15@976|Bacteroidetes,2FMUM@200643|Bacteroidia,4AN36@815|Bacteroidaceae",-,-,ko:K00773,-,F,3,1,not_essential,0.92801,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03254,BVU_3162,tgt,Queuine tRNA-ribosyltransferase,A6L530,61,39,0.6393,18.59,5,76,0,not_essential,0,29,32,0,not_essential,0.525,0,0.902177,0.082231,0.015592,0.0822,low-confidence,3980051,3981181,FALSE,FALSE,39.3141971400082,1130,not_essential,not_essential,not_essential,not_essential,4NE15,COG0343,2FMUM,TGT,"COG0343@1|root,COG0343@2|Bacteria,4NE15@976|Bacteroidetes,2FMUM@200643|Bacteroidia,4AN36@815|Bacteroidaceae",-,-,ko:K00773,-,F,3,1,not_essential,0.902177,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03255,BVU_3163,lon2,Lon protease 2,A6L531,118,57,0.4322,9.57,5,98,0,not_essential,0,95,23,0,growth_defect,0.805,0,0.932045,0.058446,0.009509,0.932,NA,3981184,3983661,FALSE,FALSE,40.1478602756217,2477,not_essential,not_essential,not_essential,not_essential,4NE1G,COG0466,2FNKR,"AAA,LON_substr_bdg,Lon_C","COG0466@1|root,COG0466@2|Bacteria,4NE1G@976|Bacteroidetes,2FNKR@200643|Bacteroidia,4AMPV@815|Bacteroidaceae","ko04112,map04112",-,ko:K01338,-,O,3,1,not_essential,0.932045,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03255,BVU_3163,lon2,Lon protease 2,A6L531,118,78,0.661,29.5,4,44,0,not_essential,0,45,73,0,not_essential,0.619,0,0.82444,0.149064,0.026496,0.1491,low-confidence,3981184,3983661,FALSE,FALSE,38.8026290041984,2477,not_essential,not_essential,not_essential,not_essential,4NE1G,COG0466,2FNKR,"AAA,LON_substr_bdg,Lon_C","COG0466@1|root,COG0466@2|Bacteria,4NE1G@976|Bacteroidetes,2FNKR@200643|Bacteroidia,4AMPV@815|Bacteroidaceae","ko04112,map04112",-,ko:K01338,-,O,3,1,not_essential,0.82444,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03256,BVU_3164,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,A6L532,30,21,0.6333,14.32,1,2,0,not_essential,0,0,30,0,not_essential,1,0,0.916737,0.071902,0.011361,0.0719,low-confidence,3983843,3984547,FALSE,FALSE,40.3074970982579,704,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NG1X,COG4123,2FMHH,MTS,"COG4123@1|root,COG4123@2|Bacteria,4NG1X@976|Bacteroidetes,2FMHH@200643|Bacteroidia,4AN81@815|Bacteroidaceae",-,-,ko:K15460,"GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016426,GO:0016430,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360",J,3,1,not_essential,0.916737,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03256,BVU_3164,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,A6L532,30,25,0.8333,44.16,1,2,0,not_essential,0,0,30,0,not_essential,1,0,0.365406,0.542133,0.092461,0.5421,ambiguous,3983843,3984547,FALSE,FALSE,39.2235290660472,704,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NG1X,COG4123,2FMHH,MTS,"COG4123@1|root,COG4123@2|Bacteria,4NG1X@976|Bacteroidetes,2FMHH@200643|Bacteroidia,4AN81@815|Bacteroidaceae",-,-,ko:K15460,"GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016426,GO:0016430,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360",J,3,1,not_essential,0.542133,probNE,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03257,BVU_3165,dagK_1,Diacylglycerol kinase,A6L533,64,7,0.0781,13.6,34,409,0.9997,essential,0,64,0,0,growth_defect,1,0.90441,0.088876,0.005785,0.000929,0.0889,low-confidence,3984628,3985662,FALSE,FALSE,41.2636994949495,1034,not_essential,low-confidence_or_ambiguous,essential_liquid,essential_liquid,4NJWB,COG1597,2FMGJ,DAGK_cat,"COG1597@1|root,COG1597@2|Bacteria,4NJWB@976|Bacteroidetes,2FMGJ@200643|Bacteroidia,4AMWM@815|Bacteroidaceae",-,-,-,-,I,3,2,not_essential,0.90441,probES,essential,essential_liquid
vulgatus,solid,gene,PV_ATCC8482_03257,BVU_3165,dagK_1,Diacylglycerol kinase,A6L533,64,44,0.6875,15.23,2,12,0,not_essential,0,31,33,0,not_essential,0.516,0,0.902953,0.081215,0.015831,0.0812,low-confidence,3984628,3985662,FALSE,FALSE,40.3019061085953,1034,not_essential,low-confidence_or_ambiguous,essential_liquid,essential_liquid,4NJWB,COG1597,2FMGJ,DAGK_cat,"COG1597@1|root,COG1597@2|Bacteria,4NJWB@976|Bacteroidetes,2FMGJ@200643|Bacteroidia,4AMWM@815|Bacteroidaceae",-,-,-,-,I,3,2,not_essential,0.902953,probGD,not_essential,essential_liquid
vulgatus,liquid,gene,PV_ATCC8482_03258,BVU_3166,bioF_2,8-amino-7-oxononanoate synthase,A6L534,58,11,0.1207,2,22,291,0.99995,essential,0,58,0,0,growth_defect,1,0.648564,0.321672,0.025272,0.004491,0.3217,ambiguous,3985907,3987094,FALSE,FALSE,40.3803344568317,1187,not_essential,low-confidence_or_ambiguous,essential_liquid,essential_liquid,4NJ3B,COG0156,2G2VS,"AMP-binding,AMP-binding_C,Aminotran_1_2,PP-binding","COG0156@1|root,COG0156@2|Bacteria,4NJ3B@976|Bacteroidetes,2G2VS@200643|Bacteroidia,4AW5T@815|Bacteroidaceae","ko00780,ko01100,map00780,map01100","M00123,M00573,M00577",ko:K00652,-,E,2,1,not_essential,0.648564,probES,essential,essential_liquid
vulgatus,solid,gene,PV_ATCC8482_03258,BVU_3166,bioF_2,8-amino-7-oxononanoate synthase,A6L534,58,43,0.7414,24.6,2,11,0,not_essential,0,0,58,0,not_essential,1,0,0.855438,0.122119,0.022442,0.1221,low-confidence,3985907,3987094,FALSE,FALSE,39.2979450808776,1187,not_essential,low-confidence_or_ambiguous,essential_liquid,essential_liquid,4NJ3B,COG0156,2G2VS,"AMP-binding,AMP-binding_C,Aminotran_1_2,PP-binding","COG0156@1|root,COG0156@2|Bacteria,4NJ3B@976|Bacteroidetes,2G2VS@200643|Bacteroidia,4AW5T@815|Bacteroidaceae","ko00780,ko01100,map00780,map01100","M00123,M00573,M00577",ko:K00652,-,E,2,1,not_essential,0.855438,probGD,not_essential,essential_liquid
vulgatus,liquid,gene,PV_ATCC8482_03259,BVU_3167,blank,EamA domain-containing protein,A6L535,58,45,0.6897,15.1,3,28,0,not_essential,0,18,40,0,not_essential,0.69,0,0.90884,0.078722,0.012438,0.0787,low-confidence,3987182,3988069,FALSE,FALSE,38.236203054433,887,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4P23U,COG0697,2FPBV,EamA,"COG0697@1|root,COG0697@2|Bacteria,4P23U@976|Bacteroidetes,2FPBV@200643|Bacteroidia,4AMPX@815|Bacteroidaceae",-,-,-,-,EG,2,1,not_essential,0.90884,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03259,BVU_3167,blank,EamA domain-containing protein,A6L535,58,43,0.7414,26.02,3,31,0,not_essential,0,0,58,0,not_essential,1,0,0.843598,0.132291,0.024111,0.1323,low-confidence,3987182,3988069,FALSE,FALSE,39.6269662637339,887,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4P23U,COG0697,2FPBV,EamA,"COG0697@1|root,COG0697@2|Bacteria,4P23U@976|Bacteroidetes,2FPBV@200643|Bacteroidia,4AMPX@815|Bacteroidaceae",-,-,-,-,EG,2,1,not_essential,0.843598,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03260,BVU_3168,blank,ABC3 transporter permease protein domain,A6L536,151,102,0.6093,17.65,7,34,5E-05,not_essential,0,36,115,0,not_essential,0.762,0,0.911689,0.076551,0.011759,0.0766,low-confidence,3988077,3990329,FALSE,FALSE,39.6890461824569,2252,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NDUK,COG0577,2FN93,"FtsX,MacB_PCD","COG0577@1|root,COG0577@2|Bacteria,4NDUK@976|Bacteroidetes,2FN93@200643|Bacteroidia,4AKF4@815|Bacteroidaceae",-,M00258,ko:K02004,-,V,2,1,not_essential,0.911689,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03260,BVU_3168,blank,ABC3 transporter permease protein domain,A6L536,151,121,0.8013,27.25,3,17,0,not_essential,0,0,151,0,not_essential,1,0,0.815101,0.156423,0.028476,0.1564,low-confidence,3988077,3990329,FALSE,FALSE,39.7596279541038,2252,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NDUK,COG0577,2FN93,"FtsX,MacB_PCD","COG0577@1|root,COG0577@2|Bacteria,4NDUK@976|Bacteroidetes,2FN93@200643|Bacteroidia,4AKF4@815|Bacteroidaceae",-,M00258,ko:K02004,-,V,2,1,not_essential,0.815101,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03261,BVU_3169,yknY_4,putative ABC transporter ATP-binding protein YknY,A6L537,30,20,0.6333,11.68,3,53,0,not_essential,0,13,17,0,not_essential,0.567,0,0.918937,0.069791,0.011273,0.0698,low-confidence,3990389,3991063,FALSE,FALSE,39.1821138378815,674,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NFDW,COG1136,2FMDA,ABC_tran,"COG1136@1|root,COG1136@2|Bacteria,4NFDW@976|Bacteroidetes,2FMDA@200643|Bacteroidia,4AKW5@815|Bacteroidaceae",-,M00258,ko:K02003,-,V,3,1,not_essential,0.918937,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03261,BVU_3169,yknY_4,putative ABC transporter ATP-binding protein YknY,A6L537,30,21,0.7,37.48,2,15,0,not_essential,0,0,30,0,not_essential,1,0,0.655697,0.293762,0.05054,0.2938,ambiguous,3990389,3991063,FALSE,FALSE,39.059049939758,674,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NFDW,COG1136,2FMDA,ABC_tran,"COG1136@1|root,COG1136@2|Bacteria,4NFDW@976|Bacteroidetes,2FMDA@200643|Bacteroidia,4AKW5@815|Bacteroidaceae",-,M00258,ko:K02003,-,V,3,1,not_essential,0.655697,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03262,BVU_3170,blank,MEMBRANE COMPONENT OF TRANSPORTER-RELATED,A6L538,166,106,0.5783,11.88,4,44,0,not_essential,0,131,35,0,growth_defect,0.789,0,0.923883,0.065591,0.010526,0.9239,NA,3991083,3993482,FALSE,FALSE,40.6952812001258,2399,not_essential,not_essential,not_essential,not_essential,4P04X,COG0577,2FM7X,"FtsX,MacB_PCD","COG0577@1|root,COG0577@2|Bacteria,4P04X@976|Bacteroidetes,2FM7X@200643|Bacteroidia,4ANA8@815|Bacteroidaceae",-,-,-,-,V,2,1,not_essential,0.923883,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03262,BVU_3170,blank,MEMBRANE COMPONENT OF TRANSPORTER-RELATED,A6L538,166,138,0.8313,22.43,2,9,0,not_essential,0,0,166,0,not_essential,1,0,0.848748,0.127326,0.023926,0.1273,low-confidence,3991083,3993482,FALSE,FALSE,40.0736244442966,2399,not_essential,not_essential,not_essential,not_essential,4P04X,COG0577,2FM7X,"FtsX,MacB_PCD","COG0577@1|root,COG0577@2|Bacteria,4P04X@976|Bacteroidetes,2FM7X@200643|Bacteroidia,4ANA8@815|Bacteroidaceae",-,-,-,-,V,2,1,not_essential,0.848748,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03263,BVU_3171,blank,ABC3 transporter permease protein domain,A6L539,198,102,0.4697,10.66,6,28,0,not_essential,0,170,28,0,growth_defect,0.859,0,0.930865,0.059534,0.009601,0.9309,NA,3993503,3995872,FALSE,FALSE,40.2134965027358,2369,not_essential,not_essential,not_essential,not_essential,4NDUK,COG0577,2FNCY,"FtsX,MacB_PCD","COG0577@1|root,COG0577@2|Bacteria,4NDUK@976|Bacteroidetes,2FNCY@200643|Bacteroidia,4AKIN@815|Bacteroidaceae",-,M00258,ko:K02004,-,V,2,1,not_essential,0.930865,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03263,BVU_3171,blank,ABC3 transporter permease protein domain,A6L539,198,143,0.7222,21.61,5,47,0,not_essential,0,0,198,0,not_essential,1,0,0.878037,0.102756,0.019207,0.1028,low-confidence,3993503,3995872,FALSE,FALSE,39.660704408334,2369,not_essential,not_essential,not_essential,not_essential,4NDUK,COG0577,2FNCY,"FtsX,MacB_PCD","COG0577@1|root,COG0577@2|Bacteria,4NDUK@976|Bacteroidetes,2FNCY@200643|Bacteroidia,4AKIN@815|Bacteroidaceae",-,M00258,ko:K02004,-,V,2,1,not_essential,0.878037,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03264,BVU_3172,blank,ABC3 transporter permease protein domain,A6L540,167,102,0.5509,12.13,6,111,0,not_essential,0,117,50,0,growth_defect,0.701,0,0.925888,0.063898,0.010214,0.9259,NA,3995886,3998282,FALSE,FALSE,40.9358587987237,2396,not_essential,not_essential,not_essential,not_essential,4NDUK,COG0577,2FNCY,"FtsX,MacB_PCD","COG0577@1|root,COG0577@2|Bacteria,4NDUK@976|Bacteroidetes,2FNCY@200643|Bacteroidia,4AKIN@815|Bacteroidaceae",-,M00258,ko:K02004,-,V,2,1,not_essential,0.925888,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03264,BVU_3172,blank,ABC3 transporter permease protein domain,A6L540,167,136,0.8144,22.15,3,58,0,not_essential,0,22,145,0,not_essential,0.868,0,0.854989,0.122073,0.022938,0.1221,low-confidence,3995886,3998282,FALSE,FALSE,40.1661909926391,2396,not_essential,not_essential,not_essential,not_essential,4NDUK,COG0577,2FNCY,"FtsX,MacB_PCD","COG0577@1|root,COG0577@2|Bacteria,4NDUK@976|Bacteroidetes,2FNCY@200643|Bacteroidia,4AKIN@815|Bacteroidaceae",-,M00258,ko:K02004,-,V,2,1,not_essential,0.854989,probGD,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03265,BVU_3173,blank,EFFLUX SYSTEM COMPONENT YKNX-RELATED,A6L541,69,30,0.4058,20.64,7,145,5E-05,not_essential,0,55,14,0,growth_defect,0.797,0,0.914669,0.074269,0.011062,0.9147,NA,3998293,3999543,FALSE,FALSE,39.4176397144727,1250,not_essential,not_essential,not_essential,not_essential,4NDUH,COG0845,2FM9Q,"HlyD_3,HlyD_D23","COG0845@1|root,COG0845@2|Bacteria,4NDUH@976|Bacteroidetes,2FM9Q@200643|Bacteroidia,4AK7D@815|Bacteroidaceae",-,-,ko:K02005,-,M,2,1,not_essential,0.914669,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03265,BVU_3173,blank,EFFLUX SYSTEM COMPONENT YKNX-RELATED,A6L541,69,50,0.7246,45.9,4,92,0,not_essential,0,0,69,0,not_essential,1,0,0.348523,0.557759,0.093718,0.5578,ambiguous,3998293,3999543,FALSE,FALSE,38.4541103406249,1250,not_essential,not_essential,not_essential,not_essential,4NDUH,COG0845,2FM9Q,"HlyD_3,HlyD_D23","COG0845@1|root,COG0845@2|Bacteria,4NDUH@976|Bacteroidetes,2FM9Q@200643|Bacteroidia,4AK7D@815|Bacteroidaceae",-,-,ko:K02005,-,M,2,1,not_essential,0.557759,probNE,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03266,BVU_3174,blank,Outer membrane efflux protein,A6L542,90,48,0.4889,22.39,5,80,0,not_essential,0,16,74,0,not_essential,0.822,0,0.9011,0.086194,0.012705,0.0862,low-confidence,3999628,4001097,FALSE,FALSE,39.9497296539554,1469,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NGXM,COG1538,2FMD9,OEP,"COG1538@1|root,COG1538@2|Bacteria,4NGXM@976|Bacteroidetes,2FMD9@200643|Bacteroidia,4AKDJ@815|Bacteroidaceae",-,-,-,-,MU,3,1,not_essential,0.9011,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03266,BVU_3174,blank,Outer membrane efflux protein,A6L542,90,69,0.7667,43.97,6,58,0,not_essential,0,0,90,0,not_essential,1,0,0.404053,0.509589,0.086359,0.5096,ambiguous,3999628,4001097,FALSE,FALSE,39.1781205998376,1469,not_essential,low-confidence_or_ambiguous,not_essential,not_essential,4NGXM,COG1538,2FMD9,OEP,"COG1538@1|root,COG1538@2|Bacteria,4NGXM@976|Bacteroidetes,2FMD9@200643|Bacteroidia,4AKDJ@815|Bacteroidaceae",-,-,-,-,MU,3,1,not_essential,0.509589,probNE,not_essential,not_essential
vulgatus,liquid,gene,PV_ATCC8482_03267,BVU_3175,esiB,Secretory immunoglobulin A-binding protein EsiB,A6L543,60,41,0.65,8.82,6,89,0,not_essential,0,60,0,0,growth_defect,1,0,0.916027,0.072023,0.011949,0.916,NA,4001145,4002068,FALSE,FALSE,38.7701035393774,923,not_essential,not_essential,not_essential,not_essential,4NMCC,COG0790,2FPRC,Sel1,"COG0790@1|root,COG0790@2|Bacteria,4NMCC@976|Bacteroidetes,2FPRC@200643|Bacteroidia,4APK0@815|Bacteroidaceae",-,-,ko:K07126,-,KLT,2,1,not_essential,0.916027,probGD,not_essential,not_essential
vulgatus,solid,gene,PV_ATCC8482_03267,BVU_3175,esiB,Secretory immunoglobulin A-binding protein EsiB,A6L543,60,46,0.7667,22.61,4,27,0,not_essential,0,0,60,0,not_essential,1,0,0.863515,0.115036,0.021449,0.115,low-confidence,4001145,4002068,FALSE,FALSE,39.3252401440369,923,not_essential,not_essential,not_essential,not_essential,4NMCC,COG0790,2FPRC,Sel1,"COG0790@1|root,COG0790@2|Bacteria,4NMCC@976|Bacteroidetes,2FPRC@200643|Bacteroidia,4APK0@815|Bacteroidaceae",-,-,ko:K07126,-,KLT,2,1,not_essential,0.863515,probGD,not_essential,not_essential
